category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
Environmental Information Processing	Signaling molecules and interaction	mmu04512	ECM-receptor interaction	12/270	89/10692	0.134831460674157	5.33932584269663	6.61634888553584	2.21665625012254e-06	0.000660563562536518	0.000564664013189111	21825/12843/16400/81877/320910/16412/12834/12841/231470/12840/12842/16403	12
NA	NA	mmu04518	Integrin signaling	15/270	153/10692	0.0980392156862745	3.88235294117647	5.7797450837543	7.19375266280026e-06	0.00107186914675724	0.000916256918104033	21825/12843/16400/81877/320910/16412/12834/12841/18595/19353/231470/17295/12840/12842/16403	15
Cellular Processes	Cellular community - eukaryotes	mmu04510	Focal adhesion	17/270	202/10692	0.0841584158415842	3.33267326732673	5.38712887751455	1.38306008174046e-05	0.00117250397544261	0.00100228174516818	21825/12843/109905/16400/81877/320910/16412/67268/12834/12841/12334/18595/19353/17295/12840/12842/16403	17
Human Diseases	Cancer: overview	mmu05205	Proteoglycans in cancer	17/270	204/10692	0.0833333333333333	3.3	5.33841205838909	1.57383083952028e-05	0.00117250397544261	0.00100228174516818	21825/12843/22350/16412/234779/19094/319757/19353/14733/17295/12512/17022/12842/29857/13179/21898/21859	17
Environmental Information Processing	Signal transduction	mmu04015	Rap1 signaling pathway	17/270	215/10692	0.0790697674418605	3.13116279069767	5.08080930825672	3.10641375104898e-05	0.00185142259562519	0.00158263605842917	21825/14679/109905/56508/16412/106952/13836/12388/16797/11600/19094/18595/19353/17295/14183/29857/56044	17
Organismal Systems	Immune system	mmu04670	Leukocyte transendothelial migration	12/270	119/10692	0.100840336134454	3.99327731092437	5.28490068987809	4.5245447776615e-05	0.00224719057290521	0.00192094708104225	14679/109905/56508/60363/22350/16412/12388/234779/67268/19094/19353/29857	12
Human Diseases	Infectious disease: parasitic	mmu05145	Toxoplasmosis	11/270	109/10692	0.100917431192661	3.99633027522936	5.06074023522518	9.32246637055616e-05	0.00396870711203677	0.00339253663409713	14679/21937/16145/16412/14961/19094/18035/29857/16403/17874/21898	11
Environmental Information Processing	Signal transduction	mmu04151	PI3K-Akt signaling pathway	22/270	368/10692	0.0597826086956522	2.36739130434783	4.29643491875531	0.000158318870313659	0.00589737791918378	0.00504120613367176	21825/12843/12986/16400/81877/320910/16412/13836/18127/12834/12841/11600/18595/19353/17295/12840/14183/12842/16403/21898/22628/231991	22
Organismal Systems	Development and regeneration	mmu04360	Axon guidance	14/270	181/10692	0.0773480662983425	3.06298342541436	4.50534985059346	0.000196547395795019	0.00650790266076842	0.00556309588098184	12167/14679/20562/16412/13836/231148/214968/234779/67268/319757/108151/14159/19353/17295	14
Organismal Systems	Immune system	mmu04611	Platelet activation	11/270	126/10692	0.0873015873015873	3.45714285714286	4.46555958582919	0.000338289903350122	0.0100810391198336	0.00861749016955048	12843/14679/109905/16412/234779/18127/67268/19094/18783/12842/29857	11
Organismal Systems	Digestive system	mmu04974	Protein digestion and absorption	10/270	108/10692	0.0925925925925926	3.66666666666667	4.48302547595045	0.000391898299167403	0.010616881195626	0.00907553955966619	12837/12843/12821/329941/105243/12834/12841/11933/12840/12842	10
Human Diseases	Infectious disease: parasitic	mmu05140	Leishmaniasis	7/270	70/10692	0.1	3.96	3.99901556924164	0.00186865117725688	0.0464048375685459	0.0396678583242251	16412/14961/19094/18035/29857/17874/21898	7
Human Diseases	Infectious disease: bacterial	mmu05135	Yersinia infection	10/270	136/10692	0.0735294117647059	2.91176470588235	3.611351119337	0.00232303280646806	0.0532510597174987	0.0455201570174309	54353/16412/16797/19094/18035/19353/66713/29857/17874/21898	10
Organismal Systems	Digestive system	mmu04978	Mineral absorption	6/270	55/10692	0.109090909090909	4.32	3.97306217339809	0.0025197332453837	0.053634321937453	0.045847777848335	105243/22041/11933/17750/20537/22782	6
Environmental Information Processing	Signal transduction	mmu04370	VEGF signaling pathway	6/270	58/10692	0.103448275862069	4.09655172413793	3.8059188149282	0.00330376508245126	0.0654677910822793	0.055963283086936	234779/18127/19094/18783/19353/29857	6
Organismal Systems	Nervous system	mmu04722	Neurotrophin signaling pathway	9/270	121/10692	0.0743801652892562	2.94545454545455	3.46394708681566	0.00351504918562573	0.0654677910822793	0.055963283086936	109905/23921/73914/18753/234779/19094/18035/19353/29857	9
Metabolism	Metabolism of cofactors and vitamins	mmu00790	Folate biosynthesis	4/270	26/10692	0.153846153846154	6.09230769230769	4.18423467216481	0.00383603210569134	0.0657734297503033	0.0562245496275994	14187/12408/21990/21823	4
Human Diseases	Endocrine and metabolic disease	mmu04933	AGE-RAGE signaling pathway in diabetic complications	8/270	101/10692	0.0792079207920792	3.13663366336634	3.47246423901294	0.00397289172988409	0.0657734297503033	0.0562245496275994	12843/18753/234779/18127/19094/19353/12842/29857	8
Human Diseases	Infectious disease: parasitic	mmu05142	Chagas disease	8/270	103/10692	0.0776699029126214	3.07572815533981	3.40703917170831	0.00447720459968768	0.070221419510891	0.0600267874307158	14679/14680/21937/19094/18035/29857/17874/21898	8
Metabolism	Glycan biosynthesis and metabolism	mmu00514	Other types of O-glycan biosynthesis	5/270	45/10692	0.111111111111111	4.4	3.67863805570661	0.00529677604606337	0.0789219630863443	0.0674642001656493	230145/212996/94192/73068/19719	5
Cellular Processes	Cell motility	mmu04820	Cytoskeleton in muscle cells	13/270	233/10692	0.055793991416309	2.20944206008584	3.00423194080658	0.00622902988112541	0.0837980830763495	0.0716324129441066	21825/12843/17880/16400/320910/16412/12834/12841/11933/12840/12842/13179/16403	13
Organismal Systems	Immune system	mmu04664	Fc epsilon RI signaling pathway	6/270	66/10692	0.0909090909090909	3.6	3.41016915898855	0.00627487558418184	0.0837980830763495	0.0716324129441066	16797/234779/19094/18783/19353/29857	6
Cellular Processes	Cell motility	mmu04810	Regulation of actin cytoskeleton	13/270	235/10692	0.0553191489361702	2.19063829787234	2.97047387699636	0.0066786329910571	0.0837980830763495	0.0716324129441066	17880/16400/22350/320910/16412/19241/67268/18595/19353/66713/18718/14183/16403	13
Organismal Systems	Immune system	mmu04658	Th1 and Th2 cell differentiation	7/270	88/10692	0.0795454545454545	3.15	3.25957102711434	0.00674883890547781	0.0837980830763495	0.0716324129441066	54485/17132/16797/14961/19094/18035/29857	7
Organismal Systems	Development and regeneration	mmu04380	Osteoclast differentiation	9/270	136/10692	0.0661764705882353	2.62058823529412	3.06131456423798	0.00752145360040936	0.0896557269168796	0.0766396535283817	100201/21937/13038/234779/19094/18035/19353/29857/21934	9
Cellular Processes	Cellular community - eukaryotes	mmu04520	Adherens junction	7/270	92/10692	0.0760869565217391	3.01304347826087	3.121114120266	0.00855714052629321	0.0959849023259872	0.0820499694909534	109905/12388/67268/21414/58998/19353/17295	7
Human Diseases	Infectious disease: viral	mmu05170	Human immunodeficiency virus 1 infection	13/270	243/10692	0.0534979423868313	2.11851851851852	2.83873245761092	0.00874139126887249	0.0959849023259872	0.0820499694909534	14679/319236/21937/67923/234779/19094/18035/19353/29857/15042/17874/67673/21898	13
Human Diseases	Cardiovascular disease	mmu05417	Lipid and atherosclerosis	12/270	217/10692	0.0552995391705069	2.18986175115207	2.85013130035256	0.00901871565479075	0.0959849023259872	0.0820499694909534	109905/21937/18127/19094/18035/19353/18024/29857/15512/17874/21898/13198	12
Human Diseases	Endocrine and metabolic disease	mmu04936	Alcoholic liver disease	9/270	141/10692	0.0638297872340425	2.52765957446808	2.93903557915196	0.00943412547372121	0.0969437721092732	0.0828696321103642	21937/11364/21414/19094/18035/29857/30049/17874/21898	9
Environmental Information Processing	Signal transduction	mmu04024	cAMP signaling pathway	12/270	224/10692	0.0535714285714286	2.12142857142857	2.7301045662332	0.0114257575220395	0.113495858052259	0.0970187129941602	22353/14679/109905/56508/106952/11517/11516/18035/19353/11933/18166/231991	12
Human Diseases	Infectious disease: bacterial	mmu05132	Salmonella infection	13/270	253/10692	0.0513833992094862	2.03478260869565	2.68099155064188	0.0119902983245736	0.115261577442675	0.0985280881000615	235406/21937/67268/21414/19094/234686/18035/19353/66713/29857/56044/17874/21898	13
Human Diseases	Infectious disease: bacterial	mmu05133	Pertussis	6/270	77/10692	0.0779220779220779	3.08571428571429	2.95634893117331	0.0130273059923461	0.121316787053723	0.103704212175913	14679/16412/19094/29857/17874/21898	6
Human Diseases	Infectious disease: bacterial	mmu05152	Tuberculosis	10/270	180/10692	0.0555555555555556	2.2	2.6133064173251	0.0159544718594152	0.141196758154899	0.120698041234495	17534/170767/21937/14961/19094/29857/17874/21898/18044/13040	10
Organismal Systems	Immune system	mmu04620	Toll-like receptor signaling pathway	7/270	104/10692	0.0673076923076923	2.66538461538462	2.74688048624032	0.0161096972391495	0.141196758154899	0.120698041234495	13038/19094/18035/19353/29857/17874/21898	7
Environmental Information Processing	Signal transduction	mmu04014	Ras signaling pathway	12/270	237/10692	0.0506329113924051	2.00506329113924	2.51837893481212	0.0171781021315091	0.146259269576849	0.125025585438352	109905/13836/19696/16797/234779/11600/18783/18595/19353/17295/14183/56044	12
Organismal Systems	Endocrine system	mmu04926	Relaxin signaling pathway	8/270	131/10692	0.0610687022900763	2.41832061068702	2.62889386528368	0.0178906387500224	0.148094731875185	0.126594578289632	12843/14679/18127/19094/18035/12842/29857/231991	8
Environmental Information Processing	Signal transduction	mmu04064	NF-kappa B signaling pathway	7/270	107/10692	0.0654205607476635	2.59065420560748	2.66156911410264	0.018565839259333	0.149530272953547	0.127821709836659	21937/16797/234779/18035/21934/17874/21898	7
Environmental Information Processing	Signal transduction	mmu04010	MAPK signaling pathway	14/270	299/10692	0.0468227424749164	1.85418060200669	2.41118396916634	0.0195595771134328	0.152036689680819	0.129964249038354	109905/21937/13836/11600/19094/18783/18595/19353/17165/17295/14183/29857/17874/13198	14
Human Diseases	Infectious disease: viral	mmu05165	Human papillomavirus infection	16/270	359/10692	0.0445682451253482	1.76490250696379	2.3727698012163	0.0198974191193018	0.152036689680819	0.129964249038354	21825/12843/16400/81877/320910/21937/16412/21414/12834/12841/19719/12840/12842/16403/15042/231991	16
Environmental Information Processing	Signal transduction	mmu04330	Notch signaling pathway	5/270	63/10692	0.0793650793650794	3.14285714285714	2.74557178206453	0.0211558609292506	0.155271624017812	0.132729540841789	54485/66935/19719/114606/11491	5
Organismal Systems	Endocrine system	mmu04911	Insulin secretion	6/270	86/10692	0.0697674418604651	2.76279069767442	2.6417375948079	0.0214472855437982	0.155271624017812	0.132729540841789	56508/11517/11516/11933/84036/231991	6
Cellular Processes	Cell growth and death	mmu04210	Apoptosis	8/270	136/10692	0.0588235294117647	2.32941176470588	2.51127800913896	0.0218839201635842	0.155271624017812	0.132729540841789	11799/21937/13038/328417/12334/18035/13040/13198	8
Organismal Systems	Immune system	mmu04612	Antigen processing and presentation	6/270	88/10692	0.0681818181818182	2.7	2.57733523074157	0.0237233217782408	0.160671588407176	0.137345547137183	170767/14961/15042/15512/18044/13040	6
Human Diseases	Cancer: overview	mmu05235	PD-L1 expression and PD-1 checkpoint pathway in cancer	6/270	88/10692	0.0681818181818182	2.7	2.57733523074157	0.0237233217782408	0.160671588407176	0.137345547137183	16797/19094/18035/29857/17874/21898	6
Cellular Processes	Cellular community - eukaryotes	mmu04530	Tight junction	9/270	170/10692	0.0529411764705882	2.09647058823529	2.31946493323527	0.0284716000976109	0.185500513044721	0.158569848664156	17880/109905/60363/22350/104027/16412/67268/19353/66713	9
Environmental Information Processing	Signal transduction	mmu04066	HIF-1 signaling pathway	7/270	117/10692	0.0598290598290598	2.36923076923077	2.39687234900023	0.0286343073827422	0.185500513044721	0.158569848664156	67923/234779/18127/22041/11600/67673/21898	7
Environmental Information Processing	Signal transduction	mmu04668	TNF signaling pathway	7/270	118/10692	0.0593220338983051	2.34915254237288	2.37190843287932	0.0298103820242102	0.188627402340152	0.161242781230367	21937/19094/18035/11491/29857/17387/231991	7
Human Diseases	Infectious disease: viral	mmu05169	Epstein-Barr virus infection	11/270	229/10692	0.0480349344978166	1.90218340611354	2.2212629654797	0.0308365088380691	0.188627402340152	0.161242781230367	66935/234779/14961/19094/18035/19353/29857/19181/60406/15042/17874	11
Organismal Systems	Immune system	mmu04666	Fc gamma R-mediated phagocytosis	6/270	94/10692	0.0638297872340425	2.52765957446808	2.39438546763502	0.0315063506134077	0.188627402340152	0.161242781230367	18753/16797/234779/18783/19353/66713	6
Human Diseases	Cancer: specific types	mmu05211	Renal cell carcinoma	5/270	70/10692	0.0714285714285714	2.82857142857143	2.47043432848904	0.0316488930100926	0.188627402340152	0.161242781230367	109905/67923/19353/17295/67673	5
Human Diseases	Cardiovascular disease	mmu05418	Fluid shear stress and atherosclerosis	8/270	149/10692	0.0536912751677852	2.1261744966443	2.22808744509747	0.0351345886607003	0.205296223938994	0.175491650276356	12167/21937/18127/19094/19353/18024/14733/29857	8
Metabolism	Metabolism of other amino acids	mmu00480	Glutathione metabolism	5/270	73/10692	0.0684931506849315	2.71232876712329	2.36277455359996	0.0369883670029934	0.211971795517155	0.181198073172559	93674/69590/14775/66073/20810	5
Organismal Systems	Immune system	mmu04613	Neutrophil extracellular trap formation	10/270	209/10692	0.0478468899521531	1.89473684210526	2.1025250704694	0.0393501156278972	0.221251593530441	0.18913064512316	319153/56233/326620/404634/234779/19094/19353/29857/21898/77605	10
Metabolism	Global and overview maps	mmu01240	Biosynthesis of cofactors	8/270	154/10692	0.051948051948052	2.05714285714286	2.12681862787274	0.0414287749565173	0.228625461797077	0.195433987124312	29807/171567/22169/110119/71743/331026/20425/11565	8
Cellular Processes	Transport and catabolism	mmu04145	Phagosome	9/270	183/10692	0.0491803278688525	1.94754098360656	2.08093428067041	0.0425172311306056	0.230366088671281	0.19692191260491	21825/17534/16412/14961/22319/19353/15042/21898/13040	9
Metabolism	Glycan biosynthesis and metabolism	mmu00512	Mucin type O-glycan biosynthesis	3/270	32/10692	0.09375	3.7125	2.47332761293226	0.0460999475427986	0.245317577995607	0.209702768897693	230145/212996/94192	3
Human Diseases	Drug resistance: antineoplastic	mmu01521	EGFR tyrosine kinase inhibitor resistance	5/270	80/10692	0.0625	2.475	2.13134574156953	0.0514877767871554	0.269181710220567	0.230102345013695	100042150/234779/18595/17295/14183	5
Environmental Information Processing	Signal transduction	mmu04340	Hedgehog signaling pathway	4/270	58/10692	0.0689655172413793	2.73103448275862	2.12758490544984	0.058395071811788	0.300029851722635	0.256472003238706	14633/226861/319757/56788	4
Human Diseases	Endocrine and metabolic disease	mmu04931	Insulin resistance	6/270	110/10692	0.0545454545454545	2.16	1.96827585799786	0.0597789361963093	0.301934287906782	0.258099956458641	18753/21937/18127/18035/231991/20528	6
Environmental Information Processing	Signal transduction	mmu04350	TGF-beta signaling pathway	6/270	112/10692	0.0535714285714286	2.12142857142857	1.9202302485159	0.0641148742844371	0.31828331925815	0.272075461887928	21825/12167/14264/22041/13179/16323	6
Metabolism	Carbohydrate metabolism	mmu00051	Fructose and mannose metabolism	3/270	37/10692	0.0810810810810811	3.21081081081081	2.16815949633502	0.0659515772576025	0.31828331925815	0.272075461887928	14187/110119/331026	3
Human Diseases	Cardiovascular disease	mmu05412	Arrhythmogenic right ventricular cardiomyopathy	5/270	86/10692	0.0581395348837209	2.30232558139535	1.95167948956784	0.0662200194429709	0.31828331925815	0.272075461887928	16400/320910/16412/21414/16403	5
Metabolism	Energy metabolism	mmu00910	Nitrogen metabolism	2/270	17/10692	0.117647058823529	4.65882352941176	2.42995087947413	0.0673592928719849	0.318620147235738	0.272363389724651	76459/12354	2
Human Diseases	Immune disease	mmu05323	Rheumatoid arthritis	5/270	87/10692	0.0574712643678161	2.27586206896552	1.92319591781666	0.0688818516850252	0.320731121908399	0.274167896509475	13038/14961/11600/21934/21898	5
Organismal Systems	Endocrine system	mmu04912	GnRH signaling pathway	5/270	90/10692	0.0555555555555556	2.2	1.84002665045064	0.0772177205026112	0.352956203015234	0.30171459247505	18753/19094/18783/29857/17387	5
NA	NA	mmu04517	IgSF CAM signaling	12/270	300/10692	0.04	1.584	1.65135109165491	0.0781715080503538	0.352956203015234	0.30171459247505	17880/109905/20562/22350/16412/234779/67268/19094/58998/19353/66713/29857	12
Cellular Processes	Cell growth and death	mmu04216	Ferroptosis	3/270	41/10692	0.0731707317073171	2.89756097560976	1.95933180711779	0.0841853940241205	0.374436528644596	0.320076439180474	23983/22041/26570	3
Metabolism	Glycan biosynthesis and metabolism	mmu00513	Various types of N-glycan biosynthesis	3/270	44/10692	0.0681818181818182	2.7	1.81868192603899	0.0991124027725066	0.432941145162993	0.370087450121668	66789/208624/71367	3
Organismal Systems	Circulatory system	mmu04261	Adrenergic signaling in cardiomyocytes	7/270	156/10692	0.0448717948717949	1.77692307692308	1.57332321941417	0.100244761799485	0.432941145162993	0.370087450121668	20271/14679/56508/19094/11933/29857/231991	7
Environmental Information Processing	Signal transduction	mmu04390	Hippo signaling pathway	7/270	158/10692	0.0443037974683544	1.75443037974684	1.53768213022757	0.105385342338367	0.442747575600993	0.378470198853551	12167/14633/11799/21414/72293/22601/22628	7
Organismal Systems	Excretory system	mmu04964	Proximal tubule bicarbonate reclamation	2/270	22/10692	0.0909090909090909	3.6	1.96479837876435	0.105486838482116	0.442747575600993	0.378470198853551	105243/11933	2
Organismal Systems	Sensory system	mmu04750	Inflammatory mediator regulation of TRP channels	6/270	130/10692	0.0461538461538462	1.82769230769231	1.52820996069715	0.111168158109983	0.452298002016065	0.38663410981239	246788/18753/234779/19094/18783/29857	6
Organismal Systems	Digestive system	mmu04976	Bile secretion	5/270	101/10692	0.0495049504950495	1.96039603960396	1.56083888407903	0.112142632012048	0.452298002016065	0.38663410981239	20186/105243/26357/11933/20537	5
Metabolism	Metabolism of terpenoids and polyketides	mmu00900	Terpenoid backbone biosynthesis	2/270	23/10692	0.0869565217391304	3.44347826086957	1.88810460921335	0.113684357078505	0.452298002016065	0.38663410981239	17855/15360	2
Environmental Information Processing	Signal transduction	mmu04071	Sphingolipid signaling pathway	6/270	131/10692	0.0458015267175573	1.81374045801527	1.50828894531346	0.114193865023904	0.452298002016065	0.38663410981239	14679/21937/18127/19094/19353/29857	6
Organismal Systems	Endocrine system	mmu04917	Prolactin signaling pathway	4/270	74/10692	0.0540540540540541	2.14054054054054	1.58460396649704	0.116868946829654	0.452298002016065	0.38663410981239	19094/29857/21934/21823	4
Organismal Systems	Endocrine system	mmu04918	Thyroid hormone synthesis	4/270	74/10692	0.0540540540540541	2.14054054054054	1.58460396649704	0.116868946829654	0.452298002016065	0.38663410981239	69590/14775/11933/231991	4
Human Diseases	Substance dependence	mmu05030	Cocaine addiction	3/270	48/10692	0.0625	2.475	1.64844977086911	0.120520141467502	0.458845560111972	0.392231104016592	14679/231991/21823	3
Human Diseases	Infectious disease: viral	mmu05161	Hepatitis B	7/270	164/10692	0.0426829268292683	1.69024390243902	1.43372902422512	0.121640265935724	0.458845560111972	0.392231104016592	11799/19094/18035/29857/17874/21898/231991	7
Human Diseases	Cancer: overview	mmu05208	Chemical carcinogenesis - reactive oxygen species	9/270	229/10692	0.0393013100436681	1.55633187772926	1.36974299032969	0.126128289118609	0.460899632875765	0.393986969819623	12408/18753/19094/18035/19353/18024/17295/29857/13078	9
Organismal Systems	Immune system	mmu04659	Th17 cell differentiation	5/270	105/10692	0.0476190476190476	1.88571428571429	1.46797059035594	0.126452034973712	0.460899632875765	0.393986969819623	16797/14961/19094/18035/29857	5
Cellular Processes	Cell motility	mmu04814	Motor proteins	8/270	198/10692	0.0404040404040404	1.6	1.37160426859411	0.128708850630402	0.460899632875765	0.393986969819623	381293/17880/74376/16551/67268/13417/100041639/432611	8
Human Diseases	Infectious disease: bacterial	mmu05100	Bacterial invasion of epithelial cells	4/270	77/10692	0.051948051948052	2.05714285714286	1.49842343086866	0.129918017320686	0.460899632875765	0.393986969819623	16412/19353/66713/17295	4
Human Diseases	Infectious disease: parasitic	mmu05144	Malaria	4/270	77/10692	0.051948051948052	2.05714285714286	1.49842343086866	0.129918017320686	0.460899632875765	0.393986969819623	21825/17295/17874/21898	4
Organismal Systems	Nervous system	mmu04728	Dopaminergic synapse	6/270	137/10692	0.0437956204379562	1.73430656934307	1.39227200523381	0.133204504974452	0.464004232264329	0.396640848491585	14679/14680/19094/29857/231991/21823	6
Human Diseases	Cancer: specific types	mmu05215	Prostate cancer	5/270	107/10692	0.0467289719626168	1.85046728971963	1.42304811623584	0.133907261660175	0.464004232264329	0.396640848491585	21414/18595/18035/14183/231991	5
Human Diseases	Infectious disease: parasitic	mmu05146	Amoebiasis	5/270	108/10692	0.0462962962962963	1.83333333333333	1.40094546123452	0.1377074463129	0.471687574726945	0.403208735725612	12843/14680/12842/21898/20719	5
Cellular Processes	Cellular community - eukaryotes	mmu04550	Signaling pathways regulating pluripotency of stem cells	6/270	140/10692	0.0428571428571429	1.69714285714286	1.33639216562749	0.143241488250131	0.485067767028853	0.414646413355642	12167/21414/19094/14183/29857/16323	6
Cellular Processes	Transport and catabolism	mmu04144	Endocytosis	10/270	270/10692	0.037037037037037	1.46666666666667	1.25005361699345	0.146143629781399	0.486665936610251	0.416012563262737	216439/106952/215445/194309/18595/66713/20404/14183/19341/15042	10
NA	NA	mmu04981	Folate transport and metabolism	2/270	27/10692	0.0740740740740741	2.93333333333333	1.61891371932862	0.14791959005964	0.486665936610251	0.416012563262737	26357/20425	2
Organismal Systems	Immune system	mmu04625	C-type lectin receptor signaling pathway	5/270	112/10692	0.0446428571428571	1.76785714285714	1.31480733576726	0.153373697165618	0.486665936610251	0.416012563262737	18753/234779/19094/18035/29857	5
Environmental Information Processing	Signal transduction	mmu04310	Wnt signaling pathway	7/270	175/10692	0.04	1.584	1.25372257768459	0.154541399155921	0.486665936610251	0.416012563262737	21414/407821/19353/114606/20317/72293/381104	7
Human Diseases	Cancer: specific types	mmu05225	Hepatocellular carcinoma	7/270	175/10692	0.04	1.584	1.25372257768459	0.154541399155921	0.486665936610251	0.416012563262737	83796/234779/21414/83766/18024/17295/232223	7
Human Diseases	Substance dependence	mmu05034	Alcoholism	8/270	208/10692	0.0384615384615385	1.52307692307692	1.22616590018868	0.156459559194406	0.486665936610251	0.416012563262737	319153/14679/56233/326620/404634/77605/231991/21823	8
Human Diseases	Neurodegenerative disease	mmu05014	Amyotrophic lateral sclerosis	13/270	376/10692	0.0345744680851064	1.36914893617021	1.17288488446966	0.156583339106273	0.486665936610251	0.416012563262737	21937/69590/14775/100042150/73205/19094/19353/29857/19181/13417/19173/13198/432611	13
Human Diseases	Drug resistance: antineoplastic	mmu01523	Antifolate resistance	2/270	28/10692	0.0714285714285714	2.82857142857143	1.55935999941827	0.156778288303974	0.486665936610251	0.416012563262737	26357/20425	2
Metabolism	Global and overview maps	mmu01232	Nucleotide metabolism	4/270	85/10692	0.0470588235294118	1.86352941176471	1.2864882532206	0.167416653743405	0.514331575417883	0.439661749385827	110074/171567/22169/11565	4
Metabolism	Nucleotide metabolism	mmu00240	Pyrimidine metabolism	3/270	57/10692	0.0526315789473684	2.08421052631579	1.32098477617087	0.17392344262161	0.518692178904212	0.443389287512608	110074/171567/22169	3
Organismal Systems	Endocrine system	mmu04935	Growth hormone synthesis, secretion and action	5/270	117/10692	0.0427350427350427	1.69230769230769	1.2119017494945	0.173941399385163	0.518692178904212	0.443389287512608	14679/234779/19094/29857/231991	5
Environmental Information Processing	Signaling molecules and interaction	mmu04514	Cell adhesion molecule (CAM) interaction	7/270	181/10692	0.0386740331491713	1.53149171270718	1.16072484099382	0.174057778155776	0.518692178904212	0.443389287512608	60363/320910/16412/14961/58998/16403/15042	7
Genetic Information Processing	Chromosome	mmu03083	Polycomb repressive complex	4/270	88/10692	0.0454545454545455	1.8	1.21286363799603	0.182374753944942	0.531361018442579	0.45421888542248	19763/12416/628746/237339	4
Human Diseases	Cancer: specific types	mmu05210	Colorectal cancer	4/270	88/10692	0.0454545454545455	1.8	1.21286363799603	0.182374753944942	0.531361018442579	0.45421888542248	11799/21414/19353/56044	4
Human Diseases	Cardiovascular disease	mmu05415	Diabetic cardiomyopathy	8/270	217/10692	0.0368663594470046	1.45990783410138	1.10163866682876	0.183658338589214	0.531361018442579	0.45421888542248	12843/18753/18127/19094/19353/12842/29857/20528	8
Organismal Systems	Endocrine system	mmu03320	PPAR signaling pathway	4/270	89/10692	0.0449438202247191	1.77977528089888	1.18895549626149	0.187456814862802	0.532764930845689	0.45541898009416	11364/15360/14077/30049	4
Cellular Processes	Transport and catabolism	mmu04142	Lysosome	9/270	252/10692	0.0357142857142857	1.41428571428571	1.07118748829751	0.187761790206566	0.532764930845689	0.45541898009416	54170/231855/13038/58911/15587/12512/100561/271564/13040	9
Human Diseases	Infectious disease: bacterial	mmu05134	Legionellosis	3/270	60/10692	0.05	1.98	1.22520773335432	0.193008330218176	0.532764930845689	0.45541898009416	18035/17874/21898	3
Cellular Processes	Transport and catabolism	mmu04136	Autophagy - other	2/270	32/10692	0.0625	2.475	1.3449431259263	0.193082592387028	0.532764930845689	0.45541898009416	666468/77040	2
Cellular Processes	Cell growth and death	mmu04215	Apoptosis - multiple species	2/270	32/10692	0.0625	2.475	1.3449431259263	0.193082592387028	0.532764930845689	0.45541898009416	11799/21937	2
Human Diseases	Infectious disease: viral	mmu05163	Human cytomegalovirus infection	9/270	256/10692	0.03515625	1.3921875	1.02226197664718	0.199656025004469	0.545848582122309	0.466603168045209	14679/21937/19094/18595/18035/19353/29857/15042/231991	9
Human Diseases	Immune disease	mmu05321	Inflammatory bowel disease	3/270	62/10692	0.0483870967741935	1.91612903225806	1.16439778638291	0.206010106949935	0.553397073682112	0.473055781812332	17132/14961/21898	3
Human Diseases	Infectious disease: viral	mmu05167	Kaposi sarcoma-associated herpesvirus infection	8/270	224/10692	0.0357142857142857	1.41428571428571	1.00857366141099	0.206131124760787	0.553397073682112	0.473055781812332	21937/234779/21414/19094/18035/19353/29857/15042	8
Human Diseases	Cancer: specific types	mmu05217	Basal cell carcinoma	3/270	63/10692	0.0476190476190476	1.88571428571429	1.13483633658667	0.212584831269988	0.558135492906034	0.477106284999153	14633/21414/319757	3
Organismal Systems	Immune system	mmu04640	Hematopoietic cell lineage	4/270	94/10692	0.0425531914893617	1.68510638297872	1.07380518186417	0.213514920104993	0.558135492906034	0.477106284999153	12986/16400/14961/16403	4
Human Diseases	Cancer: specific types	mmu05222	Small cell lung cancer	4/270	94/10692	0.0425531914893617	1.68510638297872	1.07380518186417	0.213514920104993	0.558135492906034	0.477106284999153	16400/16412/18035/16403	4
Human Diseases	Cancer: overview	mmu05203	Viral carcinogenesis	8/270	228/10692	0.0350877192982456	1.38947368421053	0.956780221932844	0.219442944978092	0.56864345742149	0.48608872022607	56233/326620/19696/18035/19353/15042/22628/231991	8
Organismal Systems	Endocrine system	mmu04913	Ovarian steroidogenesis	3/270	65/10692	0.0461538461538462	1.82769230769231	1.07729779141544	0.225866137885525	0.580242319740401	0.496003678478195	18783/12155/13078	3
Human Diseases	Cancer: overview	mmu05231	Choline metabolism in cancer	4/270	98/10692	0.0408163265306122	1.61632653061224	0.986528029175612	0.235041881161668	0.598653680223735	0.511742107432511	56517/18783/18595/19353	4
Human Diseases	Cardiovascular disease	mmu05410	Hypertrophic cardiomyopathy	4/270	100/10692	0.04	1.584	0.944363892306017	0.245996814776537	0.62124619324922	0.531054675967189	16400/320910/16412/16403	4
Metabolism	Global and overview maps	mmu01250	Biosynthesis of nucleotide sugars	2/270	38/10692	0.0526315789473684	2.08421052631579	1.07761737203389	0.249125462289968	0.623860401364793	0.533289357577816	110119/331026	2
Human Diseases	Cancer: overview	mmu05230	Central carbon metabolism in cancer	3/270	69/10692	0.0434782608695652	1.72173913043478	0.968047614495689	0.252870384443198	0.627961454700607	0.536795026625033	18595/17295/14183	3
