ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0034109	homotypic cell-cell adhesion	5/661	93/28928	0.0537634408602151	2.35290290046036	1.99830001826214	0.0621313225956768	0.296065530045528	0.256386209129579	Cfh/Prkcd/Pdgfra/Pdpn/Slc7a11	5
BP	GO:0043433	negative regulation of DNA-binding transcription factor activity	7/661	153/28928	0.0457516339869281	2.00227423294078	1.90080332390459	0.0622529309822807	0.296065530045528	0.256386209129579	Traip/Irak3/Nr1h4/Setd6/Nfkbia/Cyp1b1/Ddit3	7
BP	GO:0060041	retina development in camera-type eye	9/661	217/28928	0.0414746543778802	1.81509652321228	1.8430084061493	0.06245851725708	0.296065530045528	0.256386209129579	Cfh/Uchl3/Bmpr1b/Dll4/Nectin3/Pdgfra/Serpinf1/Nfia/Cyp1b1	9
BP	GO:0000076	DNA replication checkpoint signaling	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Cdc6/Hus1b	2
BP	GO:0002371	dendritic cell cytokine production	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Plcg2/Tlr4	2
BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Gpx1/Adcyap1	2
BP	GO:0006488	dolichol-linked oligosaccharide biosynthetic process	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Alg14/Alg3	2
BP	GO:0007252	I-kappaB phosphorylation	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Plcg2/Tlr4	2
BP	GO:0032966	negative regulation of collagen biosynthetic process	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Rap1a/Nr1h4	2
BP	GO:0042308	negative regulation of protein import into nucleus	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Angpt1/Mdfic	2
BP	GO:0051152	positive regulation of smooth muscle cell differentiation	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Efemp2/Tmsb4x	2
BP	GO:0060149	negative regulation of post-transcriptional gene silencing	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Eloc/Elob	2
BP	GO:0060572	morphogenesis of an epithelial bud	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Gli2/Fgfr2	2
BP	GO:0060967	negative regulation of gene silencing by regulatory ncRNA	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Eloc/Elob	2
BP	GO:0071280	cellular response to copper ion	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Nfe2l2/Mt2	2
BP	GO:0071816	tail-anchored membrane protein insertion into ER membrane	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Get4/Mmgt1	2
BP	GO:0072077	renal vesicle morphogenesis	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Sall1/Smo	2
BP	GO:0097094	craniofacial suture morphogenesis	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Fgfr2/Mmp14	2
BP	GO:0098712	L-glutamate import across plasma membrane	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Itgb1/Slc7a11	2
BP	GO:1900369	negative regulation of post-transcriptional gene silencing by regulatory ncRNA	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Eloc/Elob	2
BP	GO:1902883	negative regulation of response to oxidative stress	2/661	18/28928	0.111111111111111	4.86266599428475	2.50675523753731	0.0626639714598283	0.296065530045528	0.256386209129579	Adcyap1r1/Mctp1	2
BP	GO:0032232	negative regulation of actin filament bundle assembly	3/661	40/28928	0.075	3.28229954614221	2.20880038807685	0.0629350925887856	0.296595027725029	0.256844742423777	Myoc/Met/Arhgap28	3
BP	GO:0045672	positive regulation of osteoclast differentiation	3/661	40/28928	0.075	3.28229954614221	2.20880038807685	0.0629350925887856	0.296595027725029	0.256844742423777	Tmem64/Ninj1/Tnfrsf11a	3
BP	GO:0006606	protein import into nucleus	8/661	185/28928	0.0432432432432432	1.89249703561353	1.86225507782923	0.0629770332192291	0.296595027725029	0.256844742423777	Prkcd/Hm629797/Tnfrsf1a/Angpt1/Smo/Nfkbia/Mdfic/Hyal2	8
BP	GO:0110053	regulation of actin filament organization	11/661	284/28928	0.0387323943661972	1.6950842726556	1.80008232515227	0.0630532474533698	0.296638391579243	0.256882294563648	Myoc/Prkcd/Arhgef5/Synpo/Tmsb4x/C9orf72/Fhod1/Rac1/Met/Cdc42ep2/Arhgap28	11
BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	6/661	123/28928	0.0487804878048781	2.13482897310062	1.92868631599773	0.0633991047304682	0.297948871169621	0.258017140941296	Thbs1/Tnfrsf1a/Plcg2/Adam17/Myd88/Tlr4	6
BP	GO:0045861	negative regulation of proteolysis	13/661	353/28928	0.0368271954674221	1.6117051595788	1.76827149044102	0.0635862797488493	0.298511622956687	0.258504471558083	Thbs1/Reck/Birc5/Rybp-ps/Gpx1/Pdcl3/F8a/Mical1/Serpinf1/Cryaa/Serpinb6a/Spock1/Timp3	13
BP	GO:0031345	negative regulation of cell projection organization	9/661	218/28928	0.0412844036697248	1.80677039237186	1.82841245211188	0.0638999253112234	0.299666281094053	0.259504379999415	Dab1/Slit1/Itga3/Prkcd/Itgb1/Sema6d/Adam17/Yap1/Spock1	9
BP	GO:0071675	regulation of mononuclear cell migration	7/661	154/28928	0.0454545454545455	1.9892724522074	1.88229948982344	0.0640003379507279	0.299819572600923	0.259637127058258	Thbs1/C1qbp/Ninj1/Mstn/Spns2/Adam17/Mmp14	7
BP	GO:0030225	macrophage differentiation	4/661	66/28928	0.0606060606060606	2.65236326960987	2.05507112485007	0.0642558880504427	0.300381009925354	0.260123319379439	L3mbtl3/Myd88/Tlr4/Vps13a	4
BP	GO:0045682	regulation of epidermis development	4/661	66/28928	0.0606060606060606	2.65236326960987	2.05507112485007	0.0642558880504427	0.300381009925354	0.260123319379439	Pkp1/Mycl/Macroh2a2/Nab2	4
BP	GO:0060113	inner ear receptor cell differentiation	5/661	94/28928	0.0531914893617021	2.32787201854057	1.97187902403773	0.0644497532461269	0.300652326259856	0.260358273331922	Mycl/Pdzd7/Pls1/Rac1/Tprn	5
BP	GO:1902117	positive regulation of organelle assembly	5/661	94/28928	0.0531914893617021	2.32787201854057	1.97187902403773	0.0644497532461269	0.300652326259856	0.260358273331922	Arhgef5/Rab11fip3/Snx7/Pqbp1/Pip4k2a	5
BP	GO:0045088	regulation of innate immune response	17/661	496/28928	0.0342741935483871	1.49997559904348	1.71750697919645	0.0651364783401577	0.303535989065135	0.262855461623107	Cfh/Trim12c/Irak3/C1qbp/Nr1h4/Igtp/Ninj1/Plcg2/Trim12a/Nfkbia/Pqbp1/Nfe2l2/Usp27x/Gfer/Myd88/Tlr4/Slc15a4	17
BP	GO:0006898	receptor-mediated endocytosis	11/661	286/28928	0.0384615384615385	1.68323053648318	1.77566560758521	0.065573843233198	0.305252790739608	0.264342173950199	Ezr/Cubn/Slc9a3/Itgb1/Plcg2/Trf/Angpt1/Sh3gl2/Ramp1/Cd63/Rala	11
BP	GO:0019216	regulation of lipid metabolic process	14/661	390/28928	0.0358974358974359	1.5710151673843	1.73612403282501	0.0658697040481966	0.306307961997234	0.265255928951274	Tpk1/Prkcd/Nr1h4/Tnfrsf1a/Thrsp/Plcg2/Capn2/Pla2g4a/Npy1r/Cidea/Clstn3/Fabp3/Rdh9/Arv1	14
BP	GO:0021953	central nervous system neuron differentiation	10/661	253/28928	0.0395256916996047	1.72980213235426	1.78289695541465	0.0665373173843389	0.308255583353818	0.266942526024421	Bmpr1b/Dll4/Sall1/Gli2/Cend1/Smo/Rac1/Fgfr2/Inhba/Spock1	10
BP	GO:0032102	negative regulation of response to external stimulus	15/661	426/28928	0.0352112676056338	1.54098570241418	1.72014670216866	0.0665941666290509	0.308255583353818	0.266942526024421	Thbs1/Mvk/Slit1/Irak3/Prkcd/C1qbp/Nr1h4/Tnfrsf1a/Igtp/Gpx1/Trim45/Adcyap1/Pdgfra/Krt1/Gfer	15
BP	GO:0007435	salivary gland morphogenesis	3/661	41/28928	0.0731707317073171	3.20224345965094	2.15783684604649	0.0667970782370467	0.308255583353818	0.266942526024421	Ctnnd1/Met/Fgfr2	3
BP	GO:0021680	cerebellar Purkinje cell layer development	3/661	41/28928	0.0731707317073171	3.20224345965094	2.15783684604649	0.0667970782370467	0.308255583353818	0.266942526024421	Kif14/Cend1/Coq8b	3
BP	GO:0051339	regulation of lyase activity	3/661	41/28928	0.0731707317073171	3.20224345965094	2.15783684604649	0.0667970782370467	0.308255583353818	0.266942526024421	Gnal/Nos3/Adcyap1	3
BP	GO:0002090	regulation of receptor internalization	5/661	95/28928	0.0526315789473684	2.30336810255594	1.94579258029936	0.0668161345450674	0.308255583353818	0.266942526024421	Plcg2/Angpt1/Sh3gl2/Cd63/Rala	5
BP	GO:0048644	muscle organ morphogenesis	5/661	95/28928	0.0526315789473684	2.30336810255594	1.94579258029936	0.0668161345450674	0.308255583353818	0.266942526024421	Tgfbr3/Efemp2/Dll4/Angpt1/Fgfr2	5
BP	GO:0032409	regulation of transporter activity	9/661	220/28928	0.0409090909090909	1.79034520698666	1.79944784486087	0.0668455748858517	0.308255583353818	0.266942526024421	Cracr2a/Prkcd/Itgb1/Slc5a3/Plcg2/Atp1b3/Slc5a1/Hspa2/Ctss	9
BP	GO:0060760	positive regulation of response to cytokine stimulus	4/661	67/28928	0.0597014925373134	2.61277575812315	2.02100909943682	0.0671587250876835	0.309377394342534	0.267913989560593	Igtp/Usp27x/Adam17/Tlr4	4
BP	GO:0007088	regulation of mitotic nuclear division	6/661	125/28928	0.048	2.10067170953101	1.8858472654669	0.0674437890779045	0.309511466357289	0.26803009296381	Btc/Birc5/Mad2l1bp/Met/Nusap1/Fgfr2	6
BP	GO:0032355	response to estradiol	6/661	125/28928	0.048	2.10067170953101	1.8858472654669	0.0674437890779045	0.309511466357289	0.26803009296381	Gpx1/Nos3/Mmp15/Col1a1/Th/Cyp1b1	6
BP	GO:0038061	non-canonical NF-kappaB signal transduction	6/661	125/28928	0.048	2.10067170953101	1.8858472654669	0.0674437890779045	0.309511466357289	0.26803009296381	Rtkn2/Hdac7/Rel/Nfkbia/Trim60/Tlr4	6
BP	GO:0006690	icosanoid metabolic process	7/661	156/28928	0.0448717948717949	1.96376895923038	1.84570707096137	0.0675837188571166	0.309511466357289	0.26803009296381	Tnfrsf1a/Gpx1/Pla2g4a/Pdpn/Cyp4f14/Tlr4/Cyp1b1	7
BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	7/661	156/28928	0.0448717948717949	1.96376895923038	1.84570707096137	0.0675837188571166	0.309511466357289	0.26803009296381	Thbs1/Arhgef5/Igtp/Mst1r/Adam17/Tnfrsf11a/Tlr4	7
BP	GO:0006570	tyrosine metabolic process	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Oca2/Th	2
BP	GO:0006743	ubiquinone metabolic process	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Coq8b/Rtn4ip1	2
BP	GO:0007614	short-term memory	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Serpinf1/Slc2a4	2
BP	GO:0009301	snRNA transcription	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Cc2d1a/Zc3h8	2
BP	GO:0010633	negative regulation of epithelial cell migration	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Tgfbr3/Cd63	2
BP	GO:0010713	negative regulation of collagen metabolic process	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Rap1a/Nr1h4	2
BP	GO:0010801	negative regulation of peptidyl-threonine phosphorylation	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Spred1/Met	2
BP	GO:0015697	quaternary ammonium group transport	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Slc22a21/Slc16a9	2
BP	GO:0030150	protein import into mitochondrial matrix	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Timm23/Timm21	2
BP	GO:0030575	nuclear body organization	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Dyrk3/Wrap53	2
BP	GO:0032700	negative regulation of interleukin-17 production	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Tlr4/Ddit3	2
BP	GO:0033194	response to hydroperoxide	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Prkcd/Gpx1	2
BP	GO:0034162	toll-like receptor 9 signaling pathway	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Nr1h4/Slc15a4	2
BP	GO:0034727	piecemeal microautophagy of the nucleus	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Snx7/Atg4a	2
BP	GO:0045762	positive regulation of adenylate cyclase activity	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Gnal/Adcyap1	2
BP	GO:0045945	positive regulation of transcription by RNA polymerase III	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Zc3h8/Inhba	2
BP	GO:0070486	leukocyte aggregation	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Cfh/Thbs1	2
BP	GO:0097320	plasma membrane tubulation	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Snx33/Sh3gl2	2
BP	GO:0098693	regulation of synaptic vesicle cycle	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Rapgef4/C9orf72	2
BP	GO:0141005	retrotransposon silencing by heterochromatin formation	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Ddx4/Smyd5	2
BP	GO:2000696	regulation of epithelial cell differentiation involved in kidney development	2/661	19/28928	0.105263157894737	4.60673620511187	2.40484568367898	0.0690056058944306	0.309511466357289	0.26803009296381	Sall1/Yap1	2
BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	5/661	96/28928	0.0520833333333333	2.27937468482098	1.92003238059899	0.0692303268288335	0.310205118290735	0.268630780215866	Cdc6/Smarcd2/Birc5/Mad2l1bp/Actl6b	5
BP	GO:0032368	regulation of lipid transport	7/661	157/28928	0.0445859872611465	1.95126087668751	1.82761431600075	0.0694197329729733	0.310739290062035	0.269093361170314	Thbs1/Prkcd/Pla2g4a/Nfkbia/Fabp3/Tnfrsf11a/Arv1	7
BP	GO:0002062	chondrocyte differentiation	6/661	126/28928	0.0476190476190476	2.08399971183632	1.86472882571823	0.0695211778294531	0.310879044697969	0.269214385597946	Tgfbi/Bmpr1b/Maf/Gli2/Poc1a/Scube2	6
BP	GO:0032613	interleukin-10 production	4/661	68/28928	0.0588235294117647	2.57435258520958	1.98756281358859	0.0701284540571884	0.312649731944656	0.270747761640279	Prkcd/Plcg2/Tnfrsf21/Tlr4	4
BP	GO:0060999	positive regulation of dendritic spine development	4/661	68/28928	0.0588235294117647	2.57435258520958	1.98756281358859	0.0701284540571884	0.312649731944656	0.270747761640279	Rac1/Actr2/Mapkapk5/Slc30a1	4
BP	GO:0045927	positive regulation of growth	12/661	324/28928	0.037037037037037	1.62088866476158	1.71864199567061	0.0702722681426296	0.312649731944656	0.270747761640279	Tgfbr3/Zfp639/Ezr/Islr2/Pls1/Smo/Fgfr2/Adam17/Yap1/Cryaa/Mmp14/Pabir1	12
BP	GO:0003018	vascular process in circulatory system	10/661	256/28928	0.0390625	1.70953101361573	1.74371273740736	0.0707574133964077	0.312649731944656	0.270747761640279	Tgfbr3/Gpx1/Itgb1/Abcg2/Nos3/Angpt1/Adcyap1/Sh3gl2/Npy1r/Slc5a1	10
BP	GO:0006084	acetyl-CoA metabolic process	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Tpk1/Mvk/Hmgcs2	3
BP	GO:0006730	one-carbon metabolic process	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Car12/Car7/Shmt1	3
BP	GO:0009072	aromatic amino acid metabolic process	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Oca2/Tph1/Th	3
BP	GO:0040018	positive regulation of multicellular organism growth	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Ezr/Pls1/Smo	3
BP	GO:0042398	cellular modified amino acid biosynthetic process	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Acadm/Nfe2l2/Slc7a11	3
BP	GO:0061436	establishment of skin barrier	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Cyp26b1/Krt1/Met	3
BP	GO:0071711	basement membrane organization	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Itgb1/Phldb1/Ctss	3
BP	GO:1905314	semi-lunar valve development	3/661	42/28928	0.0714285714285714	3.12599956775448	2.10841783735321	0.0707646332524385	0.312649731944656	0.270747761640279	Dll4/Tnfrsf1a/Nos3	3
BP	GO:0007292	female gamete generation	8/661	190/28928	0.0421052631578947	1.84269448204475	1.78209662826914	0.071145796225978	0.314020378756136	0.271934711502348	Bmpr1b/Etv6/Nos3/Pla2g4a/Aspm/Inhba/Iho1/Kash5	8
BP	GO:0033559	unsaturated fatty acid metabolic process	7/661	158/28928	0.0443037974683544	1.93891112430341	1.80965449237663	0.0712853081086704	0.314322767925382	0.27219657384334	Tnfrsf1a/Gpx1/Pla2g4a/Pdpn/Scd3/Cyp4f14/Cyp1b1	7
BP	GO:1905954	positive regulation of lipid localization	6/661	127/28928	0.047244094488189	2.06759026528643	1.84380611100836	0.071635214018951	0.315488293011196	0.273205892821984	Prkcd/Pla2g4a/Nfkbia/Cidea/Fabp3/Tnfrsf11a	6
BP	GO:0048678	response to axon injury	5/661	97/28928	0.0515463917525773	2.25587597673004	1.89459041229423	0.0716921668780807	0.315488293011196	0.273205892821984	Flrt3/Bex1/Plcg2/Adam17/Pcsk1	5
BP	GO:0051170	import into nucleus	8/661	191/28928	0.0418848167539267	1.83304686695551	1.76635492299105	0.0728534696488895	0.318485088246724	0.275801051298745	Prkcd/Hm629797/Tnfrsf1a/Angpt1/Smo/Nfkbia/Mdfic/Hyal2	8
BP	GO:0099175	regulation of postsynapse organization	8/661	191/28928	0.0418848167539267	1.83304686695551	1.76635492299105	0.0728534696488895	0.318485088246724	0.275801051298745	Cc2d1a/Rapgef4/Abi3bp/Nectin3/Rac1/Actr2/Slc30a1/Fam107a	8
BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	8/661	191/28928	0.0418848167539267	1.83304686695551	1.76635492299105	0.0728534696488895	0.318485088246724	0.275801051298745	Cdc6/Birc5/Cdc14b/Mad2l1bp/Inhba/Hus1b/Fam107a/Pabir1	8
BP	GO:0019827	stem cell population maintenance	9/661	224/28928	0.0401785714285714	1.7583747568619	1.7424055080162	0.072989307483999	0.318485088246724	0.275801051298745	Sall1/Setd6/Pelo/Sinhcaf/Smo/Actl6b/Aspm/Sap30/Yap1	9
BP	GO:0030193	regulation of blood coagulation	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Thbs1/Prkcd/Pdgfra/Nfe2l2	4
BP	GO:0051785	positive regulation of nuclear division	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Btc/Mad2l1bp/Met/Nusap1	4
BP	GO:0060135	maternal process involved in female pregnancy	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Itga3/Ube2a/Pla2g4a/Csmd1	4
BP	GO:0061082	myeloid leukocyte cytokine production	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Irak3/Plcg2/Myd88/Tlr4	4
BP	GO:0071622	regulation of granulocyte chemotaxis	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Thbs1/C1qbp/Rac1/Mstn	4
BP	GO:1903409	reactive oxygen species biosynthetic process	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Slc5a3/Plcg2/Hvcn1/Tlr4	4
BP	GO:1905517	macrophage migration	4/661	69/28928	0.0579710144927536	2.53704312745292	1.95471086879257	0.0731645210632297	0.318485088246724	0.275801051298745	Thbs1/Ninj1/Mstn/Mmp14	4
BP	GO:0002573	myeloid leukocyte differentiation	11/661	292/28928	0.0376712328767123	1.64864360765134	1.70354637003164	0.073523879309016	0.319421210697757	0.27661171266302	Itgb8/Tmem64/Ninj1/Epha2/L3mbtl3/Trf/Fes/Tnfrsf11a/Myd88/Tlr4/Vps13a	11
BP	GO:0031348	negative regulation of defense response	11/661	292/28928	0.0376712328767123	1.64864360765134	1.70354637003164	0.073523879309016	0.319421210697757	0.27661171266302	Mvk/Irak3/C1qbp/Nr1h4/Tnfrsf1a/Igtp/Gpx1/Trim45/Adcyap1/Krt1/Gfer	11
BP	GO:0007411	axon guidance	10/661	258/28928	0.0387596899224806	1.69627883521561	1.71787582757929	0.0736627017914864	0.319710569442069	0.276862290943853	Flrt3/Bmpr1b/Gli2/Slit1/Sema6d/Smo/Sema3d/Rac1/B3gnt2/Adam17	10
BP	GO:0007059	chromosome segregation	15/661	433/28928	0.0346420323325635	1.51607369336823	1.65456528219582	0.0741621352541433	0.32004439562843	0.277151377047244	Kif14/Cdc6/Smarcd2/Mzt1/Kif11/Birc5/Cenpm/Haus2/Mad2l1bp/Actl6b/Actr2/Nusap1/Aspm/Iho1/Kash5	15
BP	GO:0007091	metaphase/anaphase transition of mitotic cell cycle	5/661	98/28928	0.0510204081632653	2.23285683411035	1.86945894319384	0.0742014683239151	0.32004439562843	0.277151377047244	Cdc6/Smarcd2/Birc5/Mad2l1bp/Actl6b	5
BP	GO:0017157	regulation of exocytosis	9/661	225/28928	0.04	1.75055975794251	1.72832517979642	0.0745780093667538	0.32004439562843	0.277151377047244	Rap1a/Rab26/Rapgef4/C9orf72/Fes/Mical1/Npy1r/Rala/Cadps2	9
BP	GO:0021983	pituitary gland development	3/661	43/28928	0.0697674418604651	3.0533019033881	2.06045635514583	0.0748356693987794	0.32004439562843	0.277151377047244	Gli2/Adcyap1/Pcsk1	3
BP	GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	3/661	43/28928	0.0697674418604651	3.0533019033881	2.06045635514583	0.0748356693987794	0.32004439562843	0.277151377047244	Plcg2/Myd88/Tlr4	3
BP	GO:0072210	metanephric nephron development	3/661	43/28928	0.0697674418604651	3.0533019033881	2.06045635514583	0.0748356693987794	0.32004439562843	0.277151377047244	Sall1/Smo/Pdgfra	3
BP	GO:1905332	positive regulation of morphogenesis of an epithelium	3/661	43/28928	0.0697674418604651	3.0533019033881	2.06045635514583	0.0748356693987794	0.32004439562843	0.277151377047244	Sall1/Smo/Pdgfra	3
BP	GO:0097485	neuron projection guidance	10/661	259/28928	0.0386100386100386	1.6897294960835	1.70504158899958	0.0751429999172751	0.32004439562843	0.277151377047244	Flrt3/Bmpr1b/Gli2/Slit1/Sema6d/Smo/Sema3d/Rac1/B3gnt2/Adam17	10
BP	GO:0002833	positive regulation of response to biotic stimulus	15/661	434/28928	0.0345622119815668	1.51258043601023	1.64529110218003	0.0752875773564035	0.32004439562843	0.277151377047244	Trim12c/Irak3/C1qbp/Nr1h4/Igtp/Ninj1/Plcg2/Trim12a/Nfkbia/Pqbp1/Usp27x/Myd88/Tlr4/Slc15a4/Ywhag	15
BP	GO:0001878	response to yeast	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Vip/Plcg2	2
BP	GO:0014841	skeletal muscle satellite cell proliferation	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Angpt1/Mstn	2
BP	GO:0033599	regulation of mammary gland epithelial cell proliferation	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Agap2/Gpx1	2
BP	GO:0040037	negative regulation of fibroblast growth factor receptor signaling pathway	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Thbs1/Gpc1	2
BP	GO:0044539	long-chain fatty acid import into cell	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Thbs1/Fabp3	2
BP	GO:0050687	negative regulation of defense response to virus	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	C1qbp/Igtp	2
BP	GO:0055003	cardiac myofibril assembly	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Cavin4/Pdgfra	2
BP	GO:0071294	cellular response to zinc ion	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Hvcn1/Mt2	2
BP	GO:0071636	positive regulation of transforming growth factor beta production	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Thbs1/Lum	2
BP	GO:0072087	renal vesicle development	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Sall1/Smo	2
BP	GO:0072189	ureter development	2/661	20/28928	0.1	4.37639939485628	2.30978925474309	0.0755469603414749	0.32004439562843	0.277151377047244	Tbx18/Nfia	2
